row_id,region,month,is_weekend,is_holiday,mean_temperature_c,population_thousands,industrial_index,demand_mwh
20240105_murcia,murcia,1,0,0,10.0,1550,40,50662.6
20240105_aragon,aragon,1,0,0,3.3,1330,40,67660.4
20240105_baleares,baleares,1,0,0,9.9,1200,15,26844.8
20240105_extremadura,extremadura,1,0,0,4.3,1060,20,38207.2
20240105_asturias,asturias,1,0,0,10.6,1010,45,29259.4
20240105_navarra,navarra,1,0,0,4.3,660,55,32069.1
20240105_cantabria,cantabria,1,0,0,9.9,580,35,17117.5
20240105_la_rioja,la_rioja,1,0,0,3.4,320,40,15371.8
20240106_andalucia,andalucia,1,1,1,8.7,8500,45,227205.1
20240106_cataluna,cataluna,1,1,1,6.5,7700,75,276674.0
20240106_madrid,madrid,1,1,1,2.3,6700,55,304129.4
20240106_valenciana,valenciana,1,1,1,11.8,5100,60,123770.3
20240106_galicia,galicia,1,1,1,7.9,2700,35,69482.5
20240106_castilla_y_leon,castilla_y_leon,1,1,1,2.5,2380,30,87012.7
20240106_pais_vasco,pais_vasco,1,1,1,6.0,2200,80,94876.4
20240106_castilla_la_mancha,castilla_la_mancha,1,1,1,3.7,2050,25,69439.4
20240106_canarias,canarias,1,1,1,17.3,2170,20,28802.5
20240106_murcia,murcia,1,1,1,8.2,1550,40,43735.1
20240106_aragon,aragon,1,1,1,5.5,1330,40,41489.2
20240106_baleares,baleares,1,1,1,10.0,1200,15,23224.2
20240106_extremadura,extremadura,1,1,1,4.1,1060,20,29476.1
20240106_asturias,asturias,1,1,1,8.5,1010,45,26293.9
20240106_navarra,navarra,1,1,1,3.1,660,55,27837.2
20240106_cantabria,cantabria,1,1,1,9.0,580,35,14585.6
20240106_la_rioja,la_rioja,1,1,1,3.7,320,40,11884.7
20240107_andalucia,andalucia,1,1,0,6.7,8500,45,300296.0
20240107_cataluna,cataluna,1,1,0,5.9,7700,75,339414.7
20240107_madrid,madrid,1,1,0,2.9,6700,55,335434.6
20240107_valenciana,valenciana,1,1,0,10.9,5100,60,142948.9
20240107_galicia,galicia,1,1,0,8.1,2700,35,77574.7
20240107_castilla_y_leon,castilla_y_leon,1,1,0,0.1,2380,30,125884.0
20240107_pais_vasco,pais_vasco,1,1,0,7.3,2200,80,102608.4
20240107_castilla_la_mancha,castilla_la_mancha,1,1,0,2.9,2050,25,77769.8
20240107_canarias,canarias,1,1,0,16.7,2170,20,36693.5
20240107_murcia,murcia,1,1,0,10.3,1550,40,38829.8
20240107_aragon,aragon,1,1,0,3.2,1330,40,59124.5
20240107_baleares,baleares,1,1,0,14.1,1200,15,22436.3
20240107_extremadura,extremadura,1,1,0,4.4,1060,20,34885.5
20240107_asturias,asturias,1,1,0,5.5,1010,45,37965.0
20240107_navarra,navarra,1,1,0,3.5,660,55,33985.6
20240107_cantabria,cantabria,1,1,0,7.5,580,35,17206.8
20240107_la_rioja,la_rioja,1,1,0,0.6,320,40,16915.9
20240108_andalucia,andalucia,1,0,0,8.1,8500,45,295284.9
20240108_cataluna,cataluna,1,0,0,5.8,7700,75,400883.3
20240108_madrid,madrid,1,0,0,1.6,6700,55,386082.4
20240108_valenciana,valenciana,1,0,0,12.5,5100,60,144661.1
20240108_galicia,galicia,1,0,0,6.5,2700,35,108571.7
20240108_castilla_y_leon,castilla_y_leon,1,0,0,4.6,2380,30,90248.5
20240108_pais_vasco,pais_vasco,1,0,0,6.0,2200,80,119134.2
20240108_castilla_la_mancha,castilla_la_mancha,1,0,0,5.5,2050,25,70188.5
20240108_canarias,canarias,1,0,0,16.7,2170,20,41897.9
20240108_murcia,murcia,1,0,0,10.7,1550,40,43741.4
20240108_aragon,aragon,1,0,0,2.9,1330,40,62161.2
20240108_baleares,baleares,1,0,0,10.2,1200,15,27541.9
20240108_extremadura,extremadura,1,0,0,5.9,1060,20,34235.3
20240108_asturias,asturias,1,0,0,8.2,1010,45,37573.4
20240108_navarra,navarra,1,0,0,3.3,660,55,36845.2
20240108_cantabria,cantabria,1,0,0,8.6,580,35,18295.2
20240108_la_rioja,la_rioja,1,0,0,2.6,320,40,16676.1
20240109_andalucia,andalucia,1,0,0,9.4,8500,45,307000.0
20240109_cataluna,cataluna,1,0,0,9.2,7700,75,321716.1
20240109_madrid,madrid,1,0,0,3.0,6700,55,355382.7
20240109_valenciana,valenciana,1,0,0,11.2,5100,60,168342.4
20240109_galicia,galicia,1,0,0,8.7,2700,35,77562.0
20240109_castilla_y_leon,castilla_y_leon,1,0,0,1.9,2380,30,120251.4
20240109_pais_vasco,pais_vasco,1,0,0,5.0,2200,80,123643.1
20240109_castilla_la_mancha,castilla_la_mancha,1,0,0,3.4,2050,25,86199.9
20240109_canarias,canarias,1,0,0,16.6,2170,20,40135.6
20240109_murcia,murcia,1,0,0,9.7,1550,40,47826.1
20240109_aragon,aragon,1,0,0,5.1,1330,40,49662.3
20240109_baleares,baleares,1,0,0,10.2,1200,15,28179.6
20240109_extremadura,extremadura,1,0,0,6.0,1060,20,34375.0
20240109_asturias,asturias,1,0,0,5.1,1010,45,45606.0
20240109_navarra,navarra,1,0,0,5.5,660,55,28524.7
20240109_cantabria,cantabria,1,0,0,9.7,580,35,16672.8
20240109_la_rioja,la_rioja,1,0,0,3.5,320,40,14566.0
20240110_andalucia,andalucia,1,0,0,9.1,8500,45,302077.0
20240110_cataluna,cataluna,1,0,0,7.8,7700,75,379385.4
20240110_madrid,madrid,1,0,0,5.7,6700,55,314474.3
20240110_valenciana,valenciana,1,0,0,12.0,5100,60,162564.4
20240110_galicia,galicia,1,0,0,9.2,2700,35,80693.6
20240110_castilla_y_leon,castilla_y_leon,1,0,0,0.6,2380,30,124030.7
20240110_pais_vasco,pais_vasco,1,0,0,7.9,2200,80,96358.1
20240110_castilla_la_mancha,castilla_la_mancha,1,0,0,4.1,2050,25,80807.5
20240110_canarias,canarias,1,0,0,18.7,2170,20,41543.6
20240110_murcia,murcia,1,0,0,12.6,1550,40,41445.4
20240110_aragon,aragon,1,0,0,0.8,1330,40,77070.2
20240110_baleares,baleares,1,0,0,8.9,1200,15,29723.0
20240110_extremadura,extremadura,1,0,0,7.7,1060,20,31981.8
20240110_asturias,asturias,1,0,0,6.5,1010,45,38260.2
20240110_navarra,navarra,1,0,0,3.1,660,55,34586.9
20240110_cantabria,cantabria,1,0,0,7.6,580,35,19989.6
20240110_la_rioja,la_rioja,1,0,0,5.2,320,40,13966.9
20240111_andalucia,andalucia,1,0,0,6.3,8500,45,349732.5
20240111_cataluna,cataluna,1,0,0,7.1,7700,75,374223.1
20240111_madrid,madrid,1,0,0,6.3,6700,55,265486.4
20240111_valenciana,valenciana,1,0,0,8.7,5100,60,201572.1
20240111_galicia,galicia,1,0,0,5.8,2700,35,112307.9
20240111_castilla_y_leon,castilla_y_leon,1,0,0,1.0,2380,30,130098.4
20240111_pais_vasco,pais_vasco,1,0,0,5.7,2200,80,124873.8
20240111_castilla_la_mancha,castilla_la_mancha,1,0,0,4.5,2050,25,80208.4
20240111_canarias,canarias,1,0,0,17.3,2170,20,40560.6
20240111_murcia,murcia,1,0,0,8.8,1550,40,50004.5
20240111_aragon,aragon,1,0,0,2.8,1330,40,68261.4
20240111_baleares,baleares,1,0,0,11.9,1200,15,23899.3
20240111_extremadura,extremadura,1,0,0,5.3,1060,20,39481.2
20240111_asturias,asturias,1,0,0,6.5,1010,45,38826.3
20240111_navarra,navarra,1,0,0,3.3,660,55,37710.2
20240111_cantabria,cantabria,1,0,0,8.5,580,35,19665.2
20240111_la_rioja,la_rioja,1,0,0,4.7,320,40,14588.9
20240112_andalucia,andalucia,1,0,0,10.3,8500,45,293264.9
20240112_cataluna,cataluna,1,0,0,6.7,7700,75,341331.0
20240112_madrid,madrid,1,0,0,6.3,6700,55,288261.5
20240112_valenciana,valenciana,1,0,0,9.7,5100,60,195620.2
20240112_galicia,galicia,1,0,0,5.8,2700,35,98240.6
20240112_castilla_y_leon,castilla_y_leon,1,0,0,-1.7,2380,30,145781.5
20240112_pais_vasco,pais_vasco,1,0,0,7.1,2200,80,111019.6
20240112_castilla_la_mancha,castilla_la_mancha,1,0,0,3.4,2050,25,80266.6
20240112_canarias,canarias,1,0,0,13.8,2170,20,43966.2
20240112_murcia,murcia,1,0,0,9.4,1550,40,49680.6
20240112_aragon,aragon,1,0,0,4.0,1330,40,61773.4
20240112_baleares,baleares,1,0,0,11.6,1200,15,25988.2
20240112_extremadura,extremadura,1,0,0,6.3,1060,20,33104.3
20240112_asturias,asturias,1,0,0,7.3,1010,45,38589.4
20240112_navarra,navarra,1,0,0,4.2,660,55,33270.6
20240112_cantabria,cantabria,1,0,0,9.2,580,35,17294.1
20240112_la_rioja,la_rioja,1,0,0,3.3,320,40,16142.2
20240113_andalucia,andalucia,1,1,0,6.7,8500,45,282129.8
20240113_cataluna,cataluna,1,1,0,4.9,7700,75,344888.2
20240113_madrid,madrid,1,1,0,3.1,6700,55,349266.3
20240113_valenciana,valenciana,1,1,0,9.1,5100,60,172884.5
20240113_galicia,galicia,1,1,0,9.5,2700,35,76939.2
20240113_castilla_y_leon,castilla_y_leon,1,1,0,0.4,2380,30,125673.1
20240113_pais_vasco,pais_vasco,1,1,0,6.6,2200,80,96743.4
20240113_castilla_la_mancha,castilla_la_mancha,1,1,0,2.2,2050,25,78801.2
20240113_canarias,canarias,1,1,0,15.8,2170,20,36265.0
20240113_murcia,murcia,1,1,0,11.1,1550,40,42498.1
20240113_aragon,aragon,1,1,0,1.1,1330,40,69791.7
20240113_baleares,baleares,1,1,0,9.0,1200,15,27801.1
20240113_extremadura,extremadura,1,1,0,5.3,1060,20,30170.2
20240113_asturias,asturias,1,1,0,8.8,1010,45,29903.0
20240113_navarra,navarra,1,1,0,2.3,660,55,33313.9
20240113_cantabria,cantabria,1,1,0,7.6,580,35,18084.7
20240113_la_rioja,la_rioja,1,1,0,3.2,320,40,14281.5
20240114_andalucia,andalucia,1,1,0,10.0,8500,45,255547.3
20240114_cataluna,cataluna,1,1,0,6.5,7700,75,320104.0
20240114_madrid,madrid,1,1,0,5.5,6700,55,276211.9
20240114_valenciana,valenciana,1,1,0,11.1,5100,60,153788.7
20240114_galicia,galicia,1,1,0,7.8,2700,35,82485.1
20240114_castilla_y_leon,castilla_y_leon,1,1,0,3.2,2380,30,106067.9
20240114_pais_vasco,pais_vasco,1,1,0,6.6,2200,80,101951.4
20240114_castilla_la_mancha,castilla_la_mancha,1,1,0,4.5,2050,25,68466.5
20240114_canarias,canarias,1,1,0,17.5,2170,20,35937.1
20240114_murcia,murcia,1,1,0,10.4,1550,40,39027.0
20240114_aragon,aragon,1,1,0,0.8,1330,40,63023.4
20240114_baleares,baleares,1,1,0,8.9,1200,15,26735.5
20240114_extremadura,extremadura,1,1,0,5.1,1060,20,37055.4
20240114_asturias,asturias,1,1,0,9.0,1010,45,28880.9
20240114_navarra,navarra,1,1,0,3.5,660,55,31453.4
20240114_cantabria,cantabria,1,1,0,8.1,580,35,17222.0
20240114_la_rioja,la_rioja,1,1,0,4.4,320,40,12706.1
20240115_andalucia,andalucia,1,0,0,11.0,8500,45,236002.4
20240115_cataluna,cataluna,1,0,0,7.0,7700,75,420807.1
20240115_madrid,madrid,1,0,0,4.3,6700,55,365935.0
20240115_valenciana,valenciana,1,0,0,9.6,5100,60,189041.2
20240115_galicia,galicia,1,0,0,7.9,2700,35,88647.0
20240115_castilla_y_leon,castilla_y_leon,1,0,0,-0.6,2380,30,143164.6
20240115_pais_vasco,pais_vasco,1,0,0,5.3,2200,80,127761.5
20240115_castilla_la_mancha,castilla_la_mancha,1,0,0,4.5,2050,25,80761.1
20240115_canarias,canarias,1,0,0,16.6,2170,20,41276.5
20240115_murcia,murcia,1,0,0,9.6,1550,40,50140.4
20240115_aragon,aragon,1,0,0,0.4,1330,40,78269.9
20240115_baleares,baleares,1,0,0,7.7,1200,15,30736.5
20240115_extremadura,extremadura,1,0,0,7.4,1060,20,32972.1
20240115_asturias,asturias,1,0,0,6.5,1010,45,37471.0
20240115_navarra,navarra,1,0,0,-1.2,660,55,48522.2
20240115_cantabria,cantabria,1,0,0,11.9,580,35,15178.4
20240115_la_rioja,la_rioja,1,0,0,2.7,320,40,16606.4
20240116_andalucia,andalucia,1,0,0,7.3,8500,45,315463.9
20240116_cataluna,cataluna,1,0,0,7.1,7700,75,364466.5
20240116_madrid,madrid,1,0,0,5.1,6700,55,326680.3
20240116_valenciana,valenciana,1,0,0,10.4,5100,60,168341.6
20240116_galicia,galicia,1,0,0,9.3,2700,35,88378.4
20240116_castilla_y_leon,castilla_y_leon,1,0,0,-0.9,2380,30,136559.6
20240116_pais_vasco,pais_vasco,1,0,0,8.4,2200,80,97996.0
20240116_castilla_la_mancha,castilla_la_mancha,1,0,0,5.0,2050,25,75027.6
20240116_canarias,canarias,1,0,0,19.0,2170,20,40420.6
20240116_murcia,murcia,1,0,0,10.4,1550,40,49129.7
20240116_aragon,aragon,1,0,0,2.5,1330,40,65390.4
20240116_baleares,baleares,1,0,0,9.9,1200,15,29194.6
20240116_extremadura,extremadura,1,0,0,3.3,1060,20,44026.4
20240116_asturias,asturias,1,0,0,6.7,1010,45,41994.0
20240116_navarra,navarra,1,0,0,-0.4,660,55,45315.2
20240116_cantabria,cantabria,1,0,0,6.1,580,35,20968.9
20240116_la_rioja,la_rioja,1,0,0,3.8,320,40,14790.6
20240117_andalucia,andalucia,1,0,0,9.2,8500,45,279188.6
20240117_cataluna,cataluna,1,0,0,7.3,7700,75,344300.6
20240117_madrid,madrid,1,0,0,5.0,6700,55,334704.3
20240117_valenciana,valenciana,1,0,0,10.0,5100,60,183725.1
20240117_galicia,galicia,1,0,0,8.4,2700,35,95564.0
20240117_castilla_y_leon,castilla_y_leon,1,0,0,0.4,2380,30,128742.0
20240117_pais_vasco,pais_vasco,1,0,0,5.4,2200,80,116141.9
20240117_castilla_la_mancha,castilla_la_mancha,1,0,0,1.3,2050,25,96368.8
20240117_canarias,canarias,1,0,0,16.9,2170,20,40860.8
20240117_murcia,murcia,1,0,0,10.1,1550,40,44537.8
20240117_aragon,aragon,1,0,0,4.3,1330,40,62398.0
20240117_baleares,baleares,1,0,0,10.3,1200,15,26905.2
20240117_extremadura,extremadura,1,0,0,6.3,1060,20,34569.7
20240117_asturias,asturias,1,0,0,5.5,1010,45,43387.9
20240117_navarra,navarra,1,0,0,3.4,660,55,34390.9
20240117_cantabria,cantabria,1,0,0,8.8,580,35,16826.1
20240117_la_rioja,la_rioja,1,0,0,5.4,320,40,14183.6
20240118_andalucia,andalucia,1,0,0,9.2,8500,45,286427.3
20240118_cataluna,cataluna,1,0,0,3.6,7700,75,447310.6
20240118_madrid,madrid,1,0,0,3.6,6700,55,340279.3
20240118_valenciana,valenciana,1,0,0,10.5,5100,60,191638.3
20240118_galicia,galicia,1,0,0,6.4,2700,35,95992.2
20240118_castilla_y_leon,castilla_y_leon,1,0,0,0.8,2380,30,137102.4
20240118_pais_vasco,pais_vasco,1,0,0,4.8,2200,80,129945.6
20240118_castilla_la_mancha,castilla_la_mancha,1,0,0,5.6,2050,25,67569.7
20240118_canarias,canarias,1,0,0,15.2,2170,20,40754.5
20240118_murcia,murcia,1,0,0,9.3,1550,40,50799.7
20240118_aragon,aragon,1,0,0,3.4,1330,40,58880.6
20240118_baleares,baleares,1,0,0,11.2,1200,15,25466.6
20240118_extremadura,extremadura,1,0,0,7.3,1060,20,30800.9
20240118_asturias,asturias,1,0,0,6.6,1010,45,41129.4
20240118_navarra,navarra,1,0,0,4.1,660,55,34909.0
20240118_cantabria,cantabria,1,0,0,6.1,580,35,22437.4
20240118_la_rioja,la_rioja,1,0,0,2.1,320,40,17221.1
20240119_andalucia,andalucia,1,0,0,7.5,8500,45,322450.8
20240119_cataluna,cataluna,1,0,0,5.9,7700,75,376174.5
20240119_madrid,madrid,1,0,0,5.0,6700,55,327043.1
20240119_valenciana,valenciana,1,0,0,8.7,5100,60,210899.7
20240119_galicia,galicia,1,0,0,7.4,2700,35,92976.2
20240119_castilla_y_leon,castilla_y_leon,1,0,0,0.9,2380,30,122122.9
20240119_pais_vasco,pais_vasco,1,0,0,7.2,2200,80,104910.2
20240119_castilla_la_mancha,castilla_la_mancha,1,0,0,2.4,2050,25,98914.6
20240119_canarias,canarias,1,0,0,15.6,2170,20,36549.4
20240119_murcia,murcia,1,0,0,12.3,1550,40,46119.4
20240119_aragon,aragon,1,0,0,2.5,1330,40,62386.7
20240119_baleares,baleares,1,0,0,10.1,1200,15,27755.8
20240119_extremadura,extremadura,1,0,0,5.3,1060,20,34911.3
20240119_asturias,asturias,1,0,0,8.3,1010,45,36347.6
20240119_navarra,navarra,1,0,0,0.9,660,55,44539.4
20240119_cantabria,cantabria,1,0,0,11.4,580,35,15417.7
20240119_la_rioja,la_rioja,1,0,0,3.1,320,40,15718.7
20240120_andalucia,andalucia,1,1,0,10.4,8500,45,214003.3
20240120_cataluna,cataluna,1,1,0,7.3,7700,75,320248.1
20240120_madrid,madrid,1,1,0,6.6,6700,55,256178.3
20240120_valenciana,valenciana,1,1,0,11.9,5100,60,136250.6
20240120_galicia,galicia,1,1,0,8.8,2700,35,76643.7
20240120_castilla_y_leon,castilla_y_leon,1,1,0,-0.7,2380,30,128007.3
20240120_pais_vasco,pais_vasco,1,1,0,8.2,2200,80,88529.2
20240120_castilla_la_mancha,castilla_la_mancha,1,1,0,0.7,2050,25,94551.0
20240120_canarias,canarias,1,1,0,15.7,2170,20,36301.4
20240120_murcia,murcia,1,1,0,9.9,1550,40,38646.3
20240120_aragon,aragon,1,1,0,0.8,1330,40,71607.9
20240120_baleares,baleares,1,1,0,9.8,1200,15,22713.5
20240120_extremadura,extremadura,1,1,0,6.6,1060,20,30422.9
20240120_asturias,asturias,1,1,0,6.5,1010,45,33968.3
20240120_navarra,navarra,1,1,0,4.2,660,55,30976.1
20240120_cantabria,cantabria,1,1,0,11.9,580,35,13676.8
20240120_la_rioja,la_rioja,1,1,0,4.1,320,40,13094.9
20240121_andalucia,andalucia,1,1,0,10.7,8500,45,236308.9
20240121_cataluna,cataluna,1,1,0,8.8,7700,75,285361.3
20240121_madrid,madrid,1,1,0,3.4,6700,55,319138.7
20240121_valenciana,valenciana,1,1,0,10.6,5100,60,166767.7
20240121_galicia,galicia,1,1,0,7.4,2700,35,81843.0
20240121_castilla_y_leon,castilla_y_leon,1,1,0,1.0,2380,30,111225.6
20240121_pais_vasco,pais_vasco,1,1,0,7.9,2200,80,82431.5
20240121_castilla_la_mancha,castilla_la_mancha,1,1,0,1.9,2050,25,83246.8
20240121_canarias,canarias,1,1,0,13.8,2170,20,37606.5
20240121_murcia,murcia,1,1,0,8.8,1550,40,45035.5
20240121_aragon,aragon,1,1,0,4.6,1330,40,52100.5
20240121_baleares,baleares,1,1,0,9.1,1200,15,26985.6
20240121_extremadura,extremadura,1,1,0,7.0,1060,20,27787.1
20240121_asturias,asturias,1,1,0,6.3,1010,45,38043.7
20240121_navarra,navarra,1,1,0,2.7,660,55,35037.4
20240121_cantabria,cantabria,1,1,0,8.5,580,35,17176.5
20240121_la_rioja,la_rioja,1,1,0,2.1,320,40,15267.3
20240122_andalucia,andalucia,1,0,0,9.3,8500,45,262680.0
20240122_cataluna,cataluna,1,0,0,4.9,7700,75,447553.4
20240122_madrid,madrid,1,0,0,3.6,6700,55,341582.9
20240122_valenciana,valenciana,1,0,0,9.4,5100,60,196962.9
20240122_galicia,galicia,1,0,0,4.8,2700,35,103862.2
20240122_castilla_y_leon,castilla_y_leon,1,0,0,-0.7,2380,30,152067.2
20240122_pais_vasco,pais_vasco,1,0,0,6.9,2200,80,113843.2
20240122_castilla_la_mancha,castilla_la_mancha,1,0,0,1.5,2050,25,93760.3
20240122_canarias,canarias,1,0,0,17.7,2170,20,40062.4
20240122_murcia,murcia,1,0,0,10.8,1550,40,43721.7
20240122_aragon,aragon,1,0,0,3.5,1330,40,64315.6
20240122_baleares,baleares,1,0,0,11.6,1200,15,26648.7
20240122_extremadura,extremadura,1,0,0,3.3,1060,20,38116.4
20240122_asturias,asturias,1,0,0,8.9,1010,45,35994.1
20240122_navarra,navarra,1,0,0,1.6,660,55,37225.4
20240122_cantabria,cantabria,1,0,0,8.7,580,35,19081.4
20240122_la_rioja,la_rioja,1,0,0,6.1,320,40,12976.7
20240123_andalucia,andalucia,1,0,0,9.1,8500,45,270709.6
20240123_cataluna,cataluna,1,0,0,7.1,7700,75,361758.0
20240123_madrid,madrid,1,0,0,2.7,6700,55,425831.0
20240123_valenciana,valenciana,1,0,0,12.1,5100,60,167372.8
20240123_galicia,galicia,1,0,0,6.8,2700,35,101435.5
20240123_castilla_y_leon,castilla_y_leon,1,0,0,1.5,2380,30,123368.4
20240123_pais_vasco,pais_vasco,1,0,0,8.3,2200,80,102529.8
20240123_castilla_la_mancha,castilla_la_mancha,1,0,0,4.1,2050,25,84195.9
20240123_canarias,canarias,1,0,0,17.5,2170,20,36561.6
20240123_murcia,murcia,1,0,0,10.2,1550,40,44669.6
20240123_aragon,aragon,1,0,0,1.3,1330,40,81305.7
20240123_baleares,baleares,1,0,0,13.0,1200,15,25506.2
20240123_extremadura,extremadura,1,0,0,6.0,1060,20,37504.7
20240123_asturias,asturias,1,0,0,7.6,1010,45,37740.3
20240123_navarra,navarra,1,0,0,1.6,660,55,41918.3
20240123_cantabria,cantabria,1,0,0,8.6,580,35,17116.3
20240123_la_rioja,la_rioja,1,0,0,3.5,320,40,15232.0
20240124_andalucia,andalucia,1,0,0,12.1,8500,45,244750.6
20240124_cataluna,cataluna,1,0,0,7.1,7700,75,371234.5
20240124_madrid,madrid,1,0,0,4.2,6700,55,340326.2
20240124_valenciana,valenciana,1,0,0,8.1,5100,60,202732.3
20240124_galicia,galicia,1,0,0,7.0,2700,35,89599.1
20240124_castilla_y_leon,castilla_y_leon,1,0,0,1.3,2380,30,124431.0
20240124_pais_vasco,pais_vasco,1,0,0,4.1,2200,80,134504.5
20240124_castilla_la_mancha,castilla_la_mancha,1,0,0,4.5,2050,25,83569.1
20240124_canarias,canarias,1,0,0,18.5,2170,20,40047.3
20240124_murcia,murcia,1,0,0,8.9,1550,40,47382.5
20240124_aragon,aragon,1,0,0,3.6,1330,40,64348.3
20240124_baleares,baleares,1,0,0,12.4,1200,15,25954.5
20240124_extremadura,extremadura,1,0,0,5.4,1060,20,34220.9
20240124_asturias,asturias,1,0,0,7.1,1010,45,39013.4
